题目;链接;发表时间;资助者个数;资助者名称
Determinants of screening participation of disadvantaged populations in France: a qualitative study;https://open-research-europe.ec.europa.eu/articles/4-83;2024-04-24;2;Horizon 2020 Framework Programme
Determinants of screening participation of disadvantaged populations in France: a qualitative study;https://open-research-europe.ec.europa.eu/articles/4-83;2024-04-24;2;Fondation du Risque and Chaire Prevent’Horizon (Paris, France)
Deriving lessons learned from monitoring adaptation activities in projects under the EU mission on adaptation;https://open-research-europe.ec.europa.eu/articles/4-81;2024-04-24;1;Horizon 2020 Framework Programme
Future-making through eventing human-machine listening;https://open-research-europe.ec.europa.eu/articles/4-79;2024-04-24;2;Social Sciences and Humanities Research Council of Canada
Future-making through eventing human-machine listening;https://open-research-europe.ec.europa.eu/articles/4-79;2024-04-24;2;European Cooperation in Science and Technology
Greenland 2022 GHOST project: Sampling Greenland geothermal springs - expedition report;https://open-research-europe.ec.europa.eu/articles/4-77;2024-04-19;2;Horizon 2020 Framework Programme
Greenland 2022 GHOST project: Sampling Greenland geothermal springs - expedition report;https://open-research-europe.ec.europa.eu/articles/4-77;2024-04-19;2;Natural Environment Research Council
The orogenic bridge theory: towards a predictive tool for past and future plate tectonics;https://open-research-europe.ec.europa.eu/articles/4-76;2024-04-18;1;Horizon 2020 Framework Programme
Industry 5.0 concepts and enabling technologies, towards an enhanced conservation practice: systematic literature review protocol;https://open-research-europe.ec.europa.eu/articles/4-75;2024-04-18;1;Horizon Europe Framework Programme
Evolution of informed consent in research: From the Hippocratic Oath to the tailored consent;https://open-research-europe.ec.europa.eu/articles/4-72;2024-04-17;1;Horizon 2020 Framework Programme
Spectra without stories: reporting 94% dark and unidentified ancient proteomes;https://open-research-europe.ec.europa.eu/articles/4-71;2024-04-15;4;Horizon 2020 Framework Programme
Spectra without stories: reporting 94% dark and unidentified ancient proteomes;https://open-research-europe.ec.europa.eu/articles/4-71;2024-04-15;4;Villum Fonden
Spectra without stories: reporting 94% dark and unidentified ancient proteomes;https://open-research-europe.ec.europa.eu/articles/4-71;2024-04-15;4;Danmarks Grundforskningsfond
Spectra without stories: reporting 94% dark and unidentified ancient proteomes;https://open-research-europe.ec.europa.eu/articles/4-71;2024-04-15;4;Carlsbergfondet
Incidental findings in development and use of digital health ecosystems for older people;https://open-research-europe.ec.europa.eu/articles/4-70;2024-04-15;1;Horizon 2020 Framework Programme
Enhanced identification of endocrine disruptors through integration of science-based regulatory practices and innovative methodologies: The MERLON Project;https://open-research-europe.ec.europa.eu/articles/4-68;2024-04-12;1;HORIZON EUROPE Framework Programme
CO2 emissions: A challenge but also a big opportunity for Spain;https://open-research-europe.ec.europa.eu/articles/4-65;2024-04-12;1;Horizon 2020 Framework Programme
Social Embeddings: Concept and Initial Investigation;https://open-research-europe.ec.europa.eu/articles/4-63;2024-04-11;1;Horizon 2020 Framework Programme
Lyophilized fecal microbiome transfer for primary Clostridioides difficile infection: a multicenter randomized controlled trial (DONATE Study);https://open-research-europe.ec.europa.eu/articles/4-61;2024-03-26;1;Horizon 2020 Framework Programme
Hard Candy Production and Quality Parameters: A review;https://open-research-europe.ec.europa.eu/articles/4-60;2024-03-26;1;Horizon 2020 Framework Programme
PROCare4Life lessons learned;https://open-research-europe.ec.europa.eu/articles/3-147;2024-03-22;1;Horizon 2020 Framework Programme
Rapid diagnostic testing for onchocerciasis in Maridi (South Sudan) before and after improving elimination strategies: a repeated cross-sectional survey;https://open-research-europe.ec.europa.eu/articles/3-206;2024-03-22;4;Horizon 2020 Framework Programme
Rapid diagnostic testing for onchocerciasis in Maridi (South Sudan) before and after improving elimination strategies: a repeated cross-sectional survey;https://open-research-europe.ec.europa.eu/articles/3-206;2024-03-22;4;Fonds Wetenschappelijk Onderzoek
Rapid diagnostic testing for onchocerciasis in Maridi (South Sudan) before and after improving elimination strategies: a repeated cross-sectional survey;https://open-research-europe.ec.europa.eu/articles/3-206;2024-03-22;4;'la Caixa' Foundation
Rapid diagnostic testing for onchocerciasis in Maridi (South Sudan) before and after improving elimination strategies: a repeated cross-sectional survey;https://open-research-europe.ec.europa.eu/articles/3-206;2024-03-22;4;FIND
Comparing energy system optimization models and integrated assessment models: Relevance for energy policy advice;https://open-research-europe.ec.europa.eu/articles/3-69;2024-03-21;1;Horizon 2020 Framework Programme
A timeline of freedom of movement in the European Economic Area;https://open-research-europe.ec.europa.eu/articles/2-133;2024-03-21;1;Horizon 2020 Framework Programme
Twinning for the Armenian research infrastructure on cancer research;https://open-research-europe.ec.europa.eu/articles/4-58;2024-03-20;1;Horizon 2020 Framework Programme
Better treatment response in people with obsessive-compulsive disorder is associated with more use of a planning-focused coping style;https://open-research-europe.ec.europa.eu/articles/4-57;2024-03-20;1;Horizon 2020 Framework Programme
Digital twin modeling: A comparison of current approaches;https://open-research-europe.ec.europa.eu/articles/4-56;2024-03-20;1;Horizon Europe Framework Programme
Diriliş: Resurrection theme in the populist regime of ‘New Turkey’;https://open-research-europe.ec.europa.eu/articles/4-55;2024-03-20;1;Horizon 2020 Framework Programme
Towards a computational history of modernism in European literary history: Mapping the Inner Lives of Characters in the European Novel (1840–1920);https://open-research-europe.ec.europa.eu/articles/3-128;2024-03-20;1;European Cooperation in Science and Technology
Machine vision situations: Tracing distributed agency;https://open-research-europe.ec.europa.eu/articles/3-132;2024-03-15;1;Horizon 2020 Framework Programme
Food shaped photosynthesis: Photophysiology of the sea slug Elysia viridis fed with two alternative chloroplast donors;https://open-research-europe.ec.europa.eu/articles/3-107;2024-03-13;2;Horizon Europe Framework Programme
Food shaped photosynthesis: Photophysiology of the sea slug Elysia viridis fed with two alternative chloroplast donors;https://open-research-europe.ec.europa.eu/articles/3-107;2024-03-13;2;Fundação para a Ciência e a Tecnologia
Inadequate Social Housing and Health: The Case of Oliver Bond House, The Liberties, Dublin;https://open-research-europe.ec.europa.eu/articles/3-211;2024-03-13;1;Horizon 2020 Framework Programme
Communicating climate change induced migration: the role of NGOs;https://open-research-europe.ec.europa.eu/articles/3-163;2024-03-13;1;Horizon 2020 Framework Programme
OLEAtool: An open-source software for morphopalynological research in Olea europaea L. pollen;https://open-research-europe.ec.europa.eu/articles/3-29;2024-03-11;4;Horizon 2020 Framework Programme
OLEAtool: An open-source software for morphopalynological research in Olea europaea L. pollen;https://open-research-europe.ec.europa.eu/articles/3-29;2024-03-11;4;U.S. Forest Service
OLEAtool: An open-source software for morphopalynological research in Olea europaea L. pollen;https://open-research-europe.ec.europa.eu/articles/3-29;2024-03-11;4;Ministry of Science, Innovation and Universities, Spanish Government
OLEAtool: An open-source software for morphopalynological research in Olea europaea L. pollen;https://open-research-europe.ec.europa.eu/articles/3-29;2024-03-11;4;Oak Ridge Institute for Science and Education
A search tool based on language modelling developed for The Index of Middle English Prose;https://open-research-europe.ec.europa.eu/articles/3-197;2024-03-11;1;Horizon 2020 Framework Programme
Artificial Intelligence Technologies and Practical Normativity/Normality: Investigating Practices beyond the Public Space;https://open-research-europe.ec.europa.eu/articles/3-160;2024-03-11;1;Horizon 2020 Framework Programme
Conspiracy beliefs and social media: Addressing a systemic risk;https://open-research-europe.ec.europa.eu/articles/4-53;2024-03-08;1;Horizon 2020 Framework Programme
A feasibility study for a unified, multimodal analysis of online information foraging in health-related topics;https://open-research-europe.ec.europa.eu/articles/3-98;2024-03-06;1;Horizon 2020 Framework Programme
Early medieval vernacular Celtic glosses: originals or translations?  A case study on the Vienna Bede;https://open-research-europe.ec.europa.eu/articles/3-108;2024-03-06;1;Horizon 2020 Framework Programme
Differential expression analysis of binary appearance patterns;https://open-research-europe.ec.europa.eu/articles/4-52;2024-03-04;3;Horizon 2020 Framework Programme
Differential expression analysis of binary appearance patterns;https://open-research-europe.ec.europa.eu/articles/4-52;2024-03-04;3;TAU Zimin Center for technologies for better life
Differential expression analysis of binary appearance patterns;https://open-research-europe.ec.europa.eu/articles/4-52;2024-03-04;3;Spark Tel Aviv
The Value of Interdisciplinary Collaboration in Human Geography and Bioethics;https://open-research-europe.ec.europa.eu/articles/4-49;2024-03-04;2;Horizon 2020 Framework Programme
The Value of Interdisciplinary Collaboration in Human Geography and Bioethics;https://open-research-europe.ec.europa.eu/articles/4-49;2024-03-04;2;Northern Ireland and North England Doctoral Training Partnership
Plasma electrolytic polishing of additively manufactured metal parts: Optimizing the post processing workflow;https://open-research-europe.ec.europa.eu/articles/4-48;2024-03-01;2;Horizon Europe Framework Programme
Plasma electrolytic polishing of additively manufactured metal parts: Optimizing the post processing workflow;https://open-research-europe.ec.europa.eu/articles/4-48;2024-03-01;2;Slovenian Research Agency (ARIS)
Addressing ocean planning challenges in a highly crowded sea space: a case study for the regional sea of Catalonia (Western Mediterranean);https://open-research-europe.ec.europa.eu/articles/4-46;2024-03-01;2;Horizon 2020 Framework Programme
Addressing ocean planning challenges in a highly crowded sea space: a case study for the regional sea of Catalonia (Western Mediterranean);https://open-research-europe.ec.europa.eu/articles/4-46;2024-03-01;2;Xunta of Galicia
Integrated coplanar waveguide coil on diamond for enhanced homogeneous broadband NV magnetometry;https://open-research-europe.ec.europa.eu/articles/4-44;2024-03-01;1;Horizon 2020 Framework Programme
WALIS dashboard: An online tool to explore a global paleo sea-level database;https://open-research-europe.ec.europa.eu/articles/3-114;2024-03-01;2;Horizon 2020 Framework Programme
WALIS dashboard: An online tool to explore a global paleo sea-level database;https://open-research-europe.ec.europa.eu/articles/3-114;2024-03-01;2;Past Global Changes
Navigating in the multiverse: Possibilities and limitations of creative practices in online environments;https://open-research-europe.ec.europa.eu/articles/4-42;2024-02-29;1;European Cooperation in Science and Technology
The lure of the foreign stage: Chronicles of Italian mobility to France in the long eighteenth century;https://open-research-europe.ec.europa.eu/articles/4-38;2024-02-22;1;Horizon 2020 Framework Programme
Guidelines for Translating Frameworks, Methods, Tools and Principles of Local Innovations for Marginalised and Vulnerable Communities – 2023;https://open-research-europe.ec.europa.eu/articles/4-36;2024-02-22;1;Horizon Europe Framework Programme
First economically and environmentally viable mobile commercial metallurgical plant based on advanced hydrometallurgical and electrochemical technologies able to produce cobalt metal from spent lithium-ion batteries;https://open-research-europe.ec.europa.eu/articles/4-32;2024-02-19;1;Horizon 2020 Framework Programme
Lessons learnt during the workshop “Empowerment of citizens: fostering user engagement for innovative demand response for effective flexibility”;https://open-research-europe.ec.europa.eu/articles/3-1;2024-02-19;1;Horizon 2020 Framework Programme
Ecocriminological analysis of brine in aquatic ecosystems: impacts on Posidonia oceanica and the search for restorative justice solutions;https://open-research-europe.ec.europa.eu/articles/3-130;2024-02-16;2;Horizon Europe Framework Programme
Ecocriminological analysis of brine in aquatic ecosystems: impacts on Posidonia oceanica and the search for restorative justice solutions;https://open-research-europe.ec.europa.eu/articles/3-130;2024-02-16;2;RESPUESTAS LEGALES DE CARÁCTER SANCIONADOR FRENTE AL CAMBIO CLIMÁTICO COMO RIESGO A LA SEGURIDAD NACIONA
Ongoing tracking of engagement in motor learning;https://open-research-europe.ec.europa.eu/articles/4-28;2024-02-15;1;Horizon 2020 Framework Programme
Foreign language acquisition of perceptually similar segments: evidence from Lower Sorbian;https://open-research-europe.ec.europa.eu/articles/3-56;2024-02-15;1;Horizon 2020 Framework Programme
All for One and One for All: Dissecting PREMIERE’s Inclusive AKIS Stakeholder Engagement Strategy;https://open-research-europe.ec.europa.eu/articles/4-27;2024-02-14;1;Horizon Europe Framework Programme
Humanising research on migration decision-making: a situated framework;https://open-research-europe.ec.europa.eu/articles/3-142;2024-02-13;1;Horizon Europe Framework Programme
Data formats and standards for opportunistic rainfall sensors;https://open-research-europe.ec.europa.eu/articles/3-169;2024-02-13;1;European Cooperation in Science and Technology
"Development of the lexicon, trained panel validation and sensory profiling of new ready-to-eat plant-based ""meatballs"" in tomato sauce";https://open-research-europe.ec.europa.eu/articles/2-145;2024-02-13;1;HORIZON EUROPE Framework Programme
Assessing alkali activation of waste stone wool from greenhouses combined with direct foaming or granulation to obtain recycled plant substrate;https://open-research-europe.ec.europa.eu/articles/4-26;2024-02-12;2;Horizon 2020 Framework Programme
Assessing alkali activation of waste stone wool from greenhouses combined with direct foaming or granulation to obtain recycled plant substrate;https://open-research-europe.ec.europa.eu/articles/4-26;2024-02-12;2;Academy of Finland
Joint controllers in large research consortia: a funnel model to distinguish controllers in the sense of the GDPR from other partners in the consortium;https://open-research-europe.ec.europa.eu/articles/2-80;2024-02-09;1;Horizon 2020 Framework Programme
The rise of gemination in Celtic;https://open-research-europe.ec.europa.eu/articles/3-24;2024-02-08;1;Horizon 2020 Framework Programme
Basic taste sensitivity, eating behaviour, food propensity and BMI of preadolescent children: How are they related?;https://open-research-europe.ec.europa.eu/articles/1-127;2024-02-02;2;Horizon 2020 Framework Programme
Basic taste sensitivity, eating behaviour, food propensity and BMI of preadolescent children: How are they related?;https://open-research-europe.ec.europa.eu/articles/1-127;2024-02-02;2;Foundation for Research Levy on Agricultural Products
Precise realtime current consumption measurement in IoT TestBed;https://open-research-europe.ec.europa.eu/articles/3-27;2024-01-25;1;Horizon 2020 Framework Programme
Gaussian process models for geographic controls in phylogenetic trees;https://open-research-europe.ec.europa.eu/articles/3-57;2024-01-22;2;Horizon 2020 Framework Programme
Gaussian process models for geographic controls in phylogenetic trees;https://open-research-europe.ec.europa.eu/articles/3-57;2024-01-22;2;Deutsche Forschungsgemeinschaft
Lab-scale and full-scale industrial composting of biodegradable plastic blends for packaging;https://open-research-europe.ec.europa.eu/articles/2-101;2024-01-22;1;Horizon 2020 Framework Programme
Interspecific competition affects spore germination and gametophore development of mosses;https://open-research-europe.ec.europa.eu/articles/3-91;2024-01-22;1;Horizon 2020 Framework Programme
The possibility of spatial mapping of SOC content in olive groves under integrated production using easy-to-obtain ancillary data in a Mediterranean area;https://open-research-europe.ec.europa.eu/articles/2-110;2024-01-17;1;Horizon 2020 Framework Programme
Women and Power in Zimbabwe: The Need for Feminist Approaches in Considerations of Political Elites;https://open-research-europe.ec.europa.eu/articles/4-22;2024-01-17;1;Horizon 2020 Framework Programme
The Fall of Acre and the Salvation of Sodom. The use of peccatis exigentibus in response to the loss of Acre in 1291.;https://open-research-europe.ec.europa.eu/articles/4-21;2024-01-17;1;Horizon 2020 Framework Programme
Analysis of business models for delivering energy efficiency through smart energy services to the European commercial rented sector;https://open-research-europe.ec.europa.eu/articles/2-131;2024-01-15;1;Horizon 2020 Framework Programme
Investigation of the effects surface alteration via coatings on the condensation heat transfer and wettability;https://open-research-europe.ec.europa.eu/articles/4-20;2024-01-12;1;Horizon 2020 Framework Programme
Memory in the digital age;https://open-research-europe.ec.europa.eu/articles/3-123;2024-01-12;1;Horizon Europe Framework Programme
Co-occurrence of behavioural risk factors for non-communicable diseases among 40-year and above aged community members in three regions of Myanmar;https://open-research-europe.ec.europa.eu/articles/3-77;2024-01-11;1;Horizon 2020 Framework Programme
Controlling the environment with Artificial Intelligence risks intensifying social inequalities and colonization;https://open-research-europe.ec.europa.eu/articles/4-16;2024-01-11;1;Horizon Europe Framework Programme
Genealogy, critique, and decolonization: Ibn Khaldun and moving beyond filling the gaps;https://open-research-europe.ec.europa.eu/articles/4-14;2024-01-10;1;Horizon Europe Framework Programme
Assessing the potential of Other Effective area-based Conservation Measures (OECMs) for contributing to conservation targets: A global scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-118;2024-01-10;2;Horizon Europe Framework Programme
Assessing the potential of Other Effective area-based Conservation Measures (OECMs) for contributing to conservation targets: A global scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-118;2024-01-10;2;UK Research and Innovation (UKRI) under the UK government’s Horizon Europe funding guarantee
Hybrid AC/DC architecture in the CE.D.E.R.-CIEMAT microgrid: demonstration of the TIGON project;https://open-research-europe.ec.europa.eu/articles/2-123;2024-01-09;1;Horizon 2020 Framework Programme
System-Based Protection Method for High-Voltage Pulse Generator Switching Units in Biomass Electroporation;https://open-research-europe.ec.europa.eu/articles/3-171;2024-01-09;3;Horizon Europe Framework Programme
System-Based Protection Method for High-Voltage Pulse Generator Switching Units in Biomass Electroporation;https://open-research-europe.ec.europa.eu/articles/3-171;2024-01-09;3;TAU Zimin Center for technologies for better life
System-Based Protection Method for High-Voltage Pulse Generator Switching Units in Biomass Electroporation;https://open-research-europe.ec.europa.eu/articles/3-171;2024-01-09;3;Spark Tel Aviv
Ethnic and religious identities in Russian penal institutions: A case study of Uzbek Transnational Muslim prisoners;https://open-research-europe.ec.europa.eu/articles/3-122;2024-01-09;1;Horizon Europe Framework Programme
Modelling the Archipelago: Corfu as a Case Study for a Digital Edition of Cristoforo Buondelmonti’s Liber Insularum;https://open-research-europe.ec.europa.eu/articles/4-11;2024-01-08;1;Horizon 2020 Framework Programme
Social theory and science diplomacy;https://open-research-europe.ec.europa.eu/articles/4-10;2024-01-08;1;Horizon 2020 Framework Programme
An extended approach to impact assessment in the Horizon 2020 digital manufacturing domain;https://open-research-europe.ec.europa.eu/articles/4-9;2024-01-08;1;Horizon Europe Framework Programme
Threshold studies for a hot beam superradiant laser including an atomic guiding potential;https://open-research-europe.ec.europa.eu/articles/4-8;2024-01-08;2;Horizon 2020 Framework Programme
Threshold studies for a hot beam superradiant laser including an atomic guiding potential;https://open-research-europe.ec.europa.eu/articles/4-8;2024-01-08;2;Austrian Science Fund
Towards a new PhD Curriculum for Digital Finance;https://open-research-europe.ec.europa.eu/articles/4-7;2024-01-08;3;Horizon 2020 Framework Programme
Towards a new PhD Curriculum for Digital Finance;https://open-research-europe.ec.europa.eu/articles/4-7;2024-01-08;3;European Cooperation in Science and Technology
Towards a new PhD Curriculum for Digital Finance;https://open-research-europe.ec.europa.eu/articles/4-7;2024-01-08;3;Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung
A novel and advanced control method based on Fuzzy-PI for joint wear simulators;https://open-research-europe.ec.europa.eu/articles/4-6;2024-01-08;1;Horizon 2020 Framework Programme
Exploring the impacts of social media and crowdsourcing on disaster resilience;https://open-research-europe.ec.europa.eu/articles/1-60;2024-01-05;1;Horizon 2020 Framework Programme
RoBétArmé Project: Human-robot collaborative construction system for shotcrete digitization and automation through advanced perception, cognition, mobility and additive manufacturing skills;https://open-research-europe.ec.europa.eu/articles/4-4;2024-01-03;1;Horizon Europe Framework Programme
Developing the next generation of renewable energy technologies: an overview of low-TRL EU-funded research projects;https://open-research-europe.ec.europa.eu/articles/3-8;2023-12-28;1;Horizon 2020 Framework Programme
Towards an extensive set of criteria for safety and cyber-security evaluation of cyber-physical systems;https://open-research-europe.ec.europa.eu/articles/3-219;2023-12-28;2;Horizon 2020 Framework Programme
Towards an extensive set of criteria for safety and cyber-security evaluation of cyber-physical systems;https://open-research-europe.ec.europa.eu/articles/3-219;2023-12-28;2;HORIZON EUROPE Framework Programme
Textual heritage and digital archives – the case of the Hyakugo Archive in Kyoto;https://open-research-europe.ec.europa.eu/articles/3-218;2023-12-20;1;Horizon 2020 Framework Programme
Design Authorship: an intrinsic driver of designer-entrepreneurs;https://open-research-europe.ec.europa.eu/articles/1-133;2023-12-20;1;Horizon 2020 Framework Programme
Strategic concept paper for bioeconomy in Poland: executive summary;https://open-research-europe.ec.europa.eu/articles/3-217;2023-12-14;1;Horizon Europe Framework Programme
Investigating syntactic priming cumulative effects in MT-human interaction;https://open-research-europe.ec.europa.eu/articles/1-93;2023-12-13;3;Horizon 2020 Framework Programme
Investigating syntactic priming cumulative effects in MT-human interaction;https://open-research-europe.ec.europa.eu/articles/1-93;2023-12-13;3;Science Foundation Ireland
Investigating syntactic priming cumulative effects in MT-human interaction;https://open-research-europe.ec.europa.eu/articles/1-93;2023-12-13;3;European Regional Development Fund
ECRIN – CESSDA strategies for cross metadata mappings in selected areas between life sciences and social sciences and humanities;https://open-research-europe.ec.europa.eu/articles/3-180;2023-12-11;1;Horizon Europe Framework Programme
A data-driven global observatory addressing worldwide challenges through text mining and complex data visualisation;https://open-research-europe.ec.europa.eu/articles/2-68;2023-12-07;1;Horizon 2020 Framework Programme
Innovative business models for energy retrofitting in supermarkets with the engagement of customers;https://open-research-europe.ec.europa.eu/articles/3-215;2023-12-06;1;Horizon Europe Framework Programme
Diameter, height and species of 42 million trees in three European landscapes generated from field data and airborne laser scanning data;https://open-research-europe.ec.europa.eu/articles/3-32;2023-12-05;2;Horizon 2020 Framework Programme
Diameter, height and species of 42 million trees in three European landscapes generated from field data and airborne laser scanning data;https://open-research-europe.ec.europa.eu/articles/3-32;2023-12-05;2;GRAINE program of ADEME (FR)
Key opinion shapers’ perceptions of climate migration: Why and how to put climate justice at the centre of climate change education.;https://open-research-europe.ec.europa.eu/articles/3-213;2023-12-01;1;Horizon Europe Framework Programme
Understanding the influence of swarming timing on the dispersal of Ostrea edulis larvae in the Northern Adriatic Sea;https://open-research-europe.ec.europa.eu/articles/3-212;2023-11-28;1;Horizon 2020 Framework Programme
VISproPT: A high-precision instrument for 3D shape analysis of parabolic trough panels;https://open-research-europe.ec.europa.eu/articles/3-111;2023-11-28;1;Horizon 2020 Framework Programme
Digital twins for land-based aquaculture: A case study for rainbow trout (Oncorhynchus mykiss);https://open-research-europe.ec.europa.eu/articles/2-16;2023-11-28;1;Horizon 2020 Framework Programme
Available Wireless Sensor Network and Internet of Things testbed facilities: dataset;https://open-research-europe.ec.europa.eu/articles/2-127;2023-11-28;1;Horizon 2020 Framework Programme
Knowledge and skill needs and challenges of innovation ecosystems in the Central-Eastern and South-Eastern European space sector;https://open-research-europe.ec.europa.eu/articles/2-20;2023-11-28;1;Horizon 2020 Framework Programme
Barriers and facilitators to older adults’ acceptance of camera-based active and assisted living technologies: a scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-210;2023-11-24;1;Horizon 2020 Framework Programme
Developing the University of Tartu in Estonia into a well-networked Patient Safety Research Centre (PATSAFE): A study protocol;https://open-research-europe.ec.europa.eu/articles/2-107;2023-11-24;1;Horizon 2020 Framework Programme
Comprehensive security, disinformation, and COVID-19: An analysis of the impacts of mis- and disinformation and populist narratives during the pandemic;https://open-research-europe.ec.europa.eu/articles/3-209;2023-11-23;2;Horizon 2020 Framework Programme
Comprehensive security, disinformation, and COVID-19: An analysis of the impacts of mis- and disinformation and populist narratives during the pandemic;https://open-research-europe.ec.europa.eu/articles/3-209;2023-11-23;2;Norges Forskningsråd
A triple helix model for the diffusion of Industry 4.0 technologies in firms in the Marche Region;https://open-research-europe.ec.europa.eu/articles/3-89;2023-11-23;1;Horizon 2020 Framework Programme
Systemic treatment with cigarette smoke extract affects zebrafish visual behaviour, intraocular vasculature morphology and outer segment phagocytosis;https://open-research-europe.ec.europa.eu/articles/3-48;2023-11-23;3;Horizon 2020 Framework Programme
Systemic treatment with cigarette smoke extract affects zebrafish visual behaviour, intraocular vasculature morphology and outer segment phagocytosis;https://open-research-europe.ec.europa.eu/articles/3-48;2023-11-23;3;Irish Research Council
Systemic treatment with cigarette smoke extract affects zebrafish visual behaviour, intraocular vasculature morphology and outer segment phagocytosis;https://open-research-europe.ec.europa.eu/articles/3-48;2023-11-23;3;Science Foundation Ireland
LIBERTY: Lightweight battery system for extended range at improved safety;https://open-research-europe.ec.europa.eu/articles/3-207;2023-11-23;1;Horizon 2020 Framework Programme
Protocol for a web survey experiment studying the feasibility of asking respondents to capture and submit photos of the books they have at home and the resulting data quality;https://open-research-europe.ec.europa.eu/articles/3-202;2023-11-20;2;Horizon Europe Framework Programme
Protocol for a web survey experiment studying the feasibility of asking respondents to capture and submit photos of the books they have at home and the resulting data quality;https://open-research-europe.ec.europa.eu/articles/3-202;2023-11-20;2;Agencia Nacional de Investigación y Desarrollo
Prevalence, causes and contexts of childhood overweight and obesity in the Pacific region: a scoping review;https://open-research-europe.ec.europa.eu/articles/3-52;2023-11-20;3;Horizon 2020 Framework Programme
Prevalence, causes and contexts of childhood overweight and obesity in the Pacific region: a scoping review;https://open-research-europe.ec.europa.eu/articles/3-52;2023-11-20;3;The Pacific Community
Prevalence, causes and contexts of childhood overweight and obesity in the Pacific region: a scoping review;https://open-research-europe.ec.europa.eu/articles/3-52;2023-11-20;3;The University of Sydney Charles Perkins Centre Node: Children and adolescents’ health and wellbeing in the Pacific
Borders, cross-border cooperation and depopulation: the case of the Spanish-Portuguese North-Central Border;https://open-research-europe.ec.europa.eu/articles/3-200;2023-11-20;1;Horizon Europe Framework Programme
History of national sex surveys in Europe;https://open-research-europe.ec.europa.eu/articles/3-199;2023-11-20;1;European Cooperation in Science and Technology
Ergolide mediates anti-cancer effects on metastatic uveal melanoma cells and modulates their cellular and extracellular vesicle proteomes;https://open-research-europe.ec.europa.eu/articles/3-88;2023-11-13;6;Horizon 2020 Framework Programme
Ergolide mediates anti-cancer effects on metastatic uveal melanoma cells and modulates their cellular and extracellular vesicle proteomes;https://open-research-europe.ec.europa.eu/articles/3-88;2023-11-13;6;National Research, Development and Innovation Office (NKFIH) of Hungary
Ergolide mediates anti-cancer effects on metastatic uveal melanoma cells and modulates their cellular and extracellular vesicle proteomes;https://open-research-europe.ec.europa.eu/articles/3-88;2023-11-13;6;Ministry of Innovation and Technology of Hungary (National Research, Development and Innovation Fund)
Ergolide mediates anti-cancer effects on metastatic uveal melanoma cells and modulates their cellular and extracellular vesicle proteomes;https://open-research-europe.ec.europa.eu/articles/3-88;2023-11-13;6;SFI Research Infrastructure Programme in 2019 (The Comprehensive Molecular Analysis Platform (CMAP))
Ergolide mediates anti-cancer effects on metastatic uveal melanoma cells and modulates their cellular and extracellular vesicle proteomes;https://open-research-europe.ec.europa.eu/articles/3-88;2023-11-13;6;Project no. RRF-2.3.1-21-734907
Ergolide mediates anti-cancer effects on metastatic uveal melanoma cells and modulates their cellular and extracellular vesicle proteomes;https://open-research-europe.ec.europa.eu/articles/3-88;2023-11-13;6;Irish Research Council—Enterprise Partnership Scheme 2020 Postdoctoral Fellowship in collaboration with Breakthrough Cancer Research
Wellbeing, loneliness, health-related quality of life and perception of technology of older adults in Slovenian senior homes: a cross-sectional study;https://open-research-europe.ec.europa.eu/articles/3-195;2023-11-13;1;Horizon 2020 Framework Programme
Neuromuscular assessment of force development, postural, and gait performance under cognitive-motor dual-tasking in healthy older adults and people with early Parkinson's disease: Study protocol for a cross-sectional Mobile Brain/Body Imaging (MoBI) study;https://open-research-europe.ec.europa.eu/articles/3-58;2023-11-10;2;Horizon 2020 Framework Programme
Neuromuscular assessment of force development, postural, and gait performance under cognitive-motor dual-tasking in healthy older adults and people with early Parkinson's disease: Study protocol for a cross-sectional Mobile Brain/Body Imaging (MoBI) study;https://open-research-europe.ec.europa.eu/articles/3-58;2023-11-10;2;Javna Agencija za Raziskovalno Dejavnost RS
Talent has no race, has no face - but it has a skin colour: The ‘appropriate femininity’ with the case of Kurdish-Swedish Actress Evin Ahmad;https://open-research-europe.ec.europa.eu/articles/3-194;2023-11-10;1;Horizon Europe Framework Programme
Measuring data access and re-use in the European Legal Framework for Data, from the General Data Protection Regulation (GDPR) law to the Proposed Data Act: the case of vehicle data;https://open-research-europe.ec.europa.eu/articles/3-192/v1;2023-11-07;1;Horizon Europe Framework Programme
A cognitive behavioural mHealth intervention for families in the postpartum period to enhance weight management, mental well-being and resilience – a study protocol for a randomised controlled trial (I‑PREGNO);https://open-research-europe.ec.europa.eu/articles/3-190;2023-11-07;2;Horizon Europe Framework Programme
A cognitive behavioural mHealth intervention for families in the postpartum period to enhance weight management, mental well-being and resilience – a study protocol for a randomised controlled trial (I‑PREGNO);https://open-research-europe.ec.europa.eu/articles/3-190;2023-11-07;2;German Federal Ministry of Education and Research
Participant recruitment among vulnerable populations: An experience from a qualitative study among refugee adolescents in Germany;https://open-research-europe.ec.europa.eu/articles/2-47;2023-11-07;1;Horizon 2020 Framework Programme
Automated news in practice: a cross-national exploratory study;https://open-research-europe.ec.europa.eu/articles/3-95;2023-11-01;1;Horizon 2020 Framework Programme
